Iteración,1,2,3,4,5,6,7,8,9,10
6388,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6389,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6390,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6391,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6392,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6393,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6394,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6395,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6396,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6397,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6398,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6399,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6400,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6401,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6402,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6403,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6404,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6405,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6406,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6407,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6408,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6409,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6410,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6411,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6412,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6413,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6414,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6415,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6416,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6417,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6418,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6419,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6420,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6421,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6422,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6423,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6424,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6425,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6426,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6427,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6428,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6429,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6430,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6431,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6432,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6433,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6434,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6435,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6436,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6437,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6438,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6439,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6440,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6441,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6442,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6443,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6444,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6445,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6446,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6447,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6448,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6449,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6450,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6451,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6452,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6453,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6454,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6455,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6456,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6457,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6458,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6459,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6460,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6461,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6462,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6463,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6464,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6465,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6466,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6467,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6468,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6469,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6470,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6471,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6472,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6473,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6474,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6475,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6476,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6477,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6478,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6479,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6480,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6481,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6482,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6483,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6484,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6485,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6486,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6487,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6488,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6489,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6490,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6491,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6492,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6493,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6494,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6495,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6496,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6497,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6498,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6499,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6500,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6501,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6502,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6503,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6504,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6505,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6506,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6507,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6508,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6509,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6510,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6511,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6512,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6513,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6514,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6515,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6516,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6517,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6518,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6519,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6520,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6521,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6522,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6523,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6524,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6525,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6526,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6527,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6528,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6529,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6530,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6531,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6532,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6533,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6534,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6535,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6536,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6537,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6538,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6539,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6540,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6541,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6542,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6543,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6544,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6545,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6546,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6547,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6548,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6549,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6550,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6551,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6552,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6553,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6554,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
6555,366297.5994873047,183348.7998046875,125998.39978027344,96540.15908050537,78740.80004882812,66632.00732421875,58612.06575012207,51917.797607421875,47657.60009765625,43348.7998046875
